,candidate_id,candidate_name,candidate,party,state,district,incumbent_challenge,committee_id,committee_name,total,advertise,poll,research,fundraise,pay,materials,consulting,event,mail,travel,smedia,radio,television,website,newspaper
284,H8CT05245,"HAYES, JAHANA",Hayes,DEM,CT,5,I,C00677898,FRIENDS OF JAHANA HAYES,1306150.82,247119.31,28454.42,NA,92657,108190.59,59469.5,154367.61,35715.4,38037.22,18949.06,100,NA,NA,NA,NA
285,H8CT05252,"KULA, SHANNON",Kula,DEM,CT,5,O,C00679837,SHANNON KULA FOR CONGRESS,147748.8,NA,NA,NA,NA,285,NA,25278.34,NA,NA,NA,NA,NA,NA,NA,NA
286,H8DC01034,"FORD, KIM R.",Ford,DEM,DC,1,C,C00659839,KIM R. FORD FOR CONGRESS,140814.68,NA,NA,NA,10400,28215.3,7639.17,73731.2,904.08,NA,324.82,NA,NA,NA,NA,NA
287,H8DE01044,"MURPHY, LEE H",Murphy,REP,DE,1,C,C00679696,LEE MURPHY 2018,24195.13,NA,NA,NA,NA,NA,875,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,H8FL01107,"EHR, PHILLIP CHARLES",Ehr,DEM,FL,1,C,C00648972,EHR FOR CONGRESS,314967.33,NA,NA,NA,1406,159916.8,NA,NA,1444.38,8853.28,1581.6,228,NA,NA,183,NA
289,H8FL01115,"ZIMMERMAN, JENNIFER MIJARES DR.",Zimmerman,DEM,FL,1,C,C00668715,JENNIFER ZIMMERMAN FOR CONGRESS,52923.27,5258.99,NA,NA,1000,NA,NA,NA,1692.78,1040.13,559.47,NA,NA,NA,NA,NA
290,H8FL02097,"RACKLEFF, ROBERT BRUCE",Rackleff,DEM,FL,2,C,C00648519,BOB RACKLEFF CAMPAIGN COMMITTEE,260284.65,33000,NA,NA,6814.57,1415,NA,35104,232.78,100,251.6,NA,NA,33000,NA,NA
291,H8FL02105,"PETERS, BRANDON S.",Peters,DEM,FL,3,C,C00665612,BRANDON PETERS FOR U.S. CONGRESS,143932.37,5026.37,NA,NA,1500,45027.37,NA,20766.11,300,NA,1039.14,NA,250.75,NA,NA,NA
292,H8FL03038,"HINSON, YVONNE HAYES MS",Hinson,DEM,FL,3,C,C00655811,CAMPAIGN TO ELECT YVONNE HAYES HINSON US REPRESENTATIVE,55075.22,22193.88,NA,NA,NA,NA,NA,6216.42,NA,NA,NA,NA,6074,6074,1553.65,1268.33
293,H8FL03046,"SAPP, JUDSON",Sapp,REP,FL,3,C,C00665885,JUDSON SAPP FOR CONGRESS,301166.57,44856.33,NA,NA,NA,25217.77,NA,32389.59,2660,39183.96,NA,NA,NA,NA,4500,NA
294,H8FL03053,"GOSAI, DUSHYANT JETHAGIR DR",Gosai,DEM,FL,3,C,C00661058,GOSAI FOR CONGRESS,15893.02,NA,NA,NA,NA,NA,NA,NA,1200,0,815.42,NA,NA,NA,1097,NA
295,H8FL04077,"BULGER, JASON MICHAEL",Bulger,NPA,FL,4,C,C00666156,COMMITTEE TO ELECT JASON BULGER TO CONGRESS,7327.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.95,NA
296,H8FL04085,"SELMONT, GEORGE AUSTIN",Selmont,DEM,FL,4,C,C00671446,SELMONT4CONGRESS,108785.8,2550,NA,NA,1266.88,2910,4720.02,14521.56,6224.85,198.4,262,NA,NA,700,4256.71,NA
297,H8FL04093,"BERRIOS, JOCELINE MS.",Berrios,NPA,FL,4,C,C00671123,JOCELINE BERRIOS 4 CONGRESS FL4,10778.46,NA,NA,NA,NA,NA,1904.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,H8FL05132,"BATIE, RONTEL",Batie,DEM,FL,5,C,C00655118,RONTEL FOR FLORIDA,14622.65,219.99,NA,NA,482.71,NA,NA,2582.71,NA,NA,2457.55,NA,NA,NA,1283.42,NA
299,H8FL05140,"BROWN, ALVIN",Brown,DEM,FL,5,C,C00667758,ALVIN FOR CONGRESS,445335.36,NA,NA,31250,5708.24,96952.7,NA,158389.25,962.5,70663.9,5279.9,NA,NA,NA,NA,NA
300,H8FL05157,"FULLER, VIRGINIA",Fuller,REP,FL,5,C,C00672568,FULLER FOR CONGRESS,55475.53,8166.69,NA,NA,NA,NA,37.81,300,2400,28.7,3075.21,NA,NA,76.33,177.62,NA
301,H8FL06098,"SODERBERG, NANCY",Soderberg,DEM,FL,6,O,C00649798,SODERBERG FOR CONGRESS,3430151.23,1300,85300,47238.38,137324.26,477678.72,NA,87298.57,17922.37,695.8,38392.92,28610,NA,NA,13012.41,NA
302,H8FL06106,"COFFMAN, ROBERT (BOB) PAUL",Coffman,DEM,FL,6,O,C00653667,FRIENDS OF BOB COFFMAN FOR CONGRESS,6800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,H8FL06122,"WARD, JOHN",Ward,REP,FL,6,O,C00657841,"JOHN WARD FOR CONGRESS, INC.",1275534.22,171638.1,NA,37930,54987.55,16619.56,NA,178097.89,7476.93,83505.9,5619.22,NA,8837.5,NA,NA,NA
304,H8FL06130,"UPCHURCH, JOHN NEHRING MR.",Upchurch,DEM,FL,6,O,C00667675,JOHN UPCHURCH FOR CONGRESS,298586.62,11474,2850,NA,30993.83,NA,NA,20717.32,11779.77,41128.76,NA,NA,NA,NA,2311,2424
305,H8FL06148,"WALTZ, MICHAEL",Waltz,REP,FL,6,I,C00666396,MICHAEL WALTZ FOR CONGRESS,2165365.51,51701.21,42775,NA,77440.01,NA,NA,306942.17,10745.46,244838.2,3036.71,NA,NA,NA,1015.62,NA
306,H8FL06155,"SEVIGNY, STEPHEN MD",Sevigny,DEM,FL,6,O,C00666735,SEVIGNY FOR CONGRESS,1409005.3,122445.51,32461.4,20478,2457.91,260900.64,NA,20483.34,3511.92,49999.87,6933.73,NA,18370,NA,NA,645
307,H8FL07054,"RICHARDSON, CHARDO",Richardson,DEM,FL,7,C,C00640870,CHARDO RICHARDSON FOR CONGRESS,41924.99,1668.43,NA,NA,NA,NA,NA,9163.21,250,NA,NA,NA,NA,NA,233.33,NA
308,H8FL07062,"MILLER, MIKE",Miller,REP,FL,7,C,C00648816,MIKE MILLER FOR CONGRESS,1114479.31,2022,NA,13000,76303.77,3500,NA,344816.47,24466.61,105302.74,NA,NA,NA,NA,NA,NA
309,H8FL07070,"STURGILL, JONATHAN SCOTT",Sturgill,REP,FL,7,C,C00651026,SCOTT STURGILL FOR CONGRESS,717662.51,NA,8500,NA,78904.61,33600.94,NA,204577.71,1974.5,14663.26,1887.22,NA,NA,NA,2800,NA
310,H8FL07088,"FRANCOIS, VENNIA V.",Francois,REP,FL,7,C,C00665653,FRIENDS OF VENNIA FRANCOIS FOR CONGRESS,41399.69,1000,NA,NA,NA,NA,NA,7750,NA,NA,NA,2500,NA,NA,5065,NA
311,H8FL08102,"PATEL, SANJAY SOMABHAI",Patel,DEM,FL,8,C,C00666404,SANJAY PATEL FOR CONGRESS,331798.9,74214.8,NA,NA,444.2,52302.09,NA,6374,1451.07,31970.29,1262.35,NA,NA,NA,NA,NA
312,H8FL09118,"BUCHAN, SEAN ALAN",Buchan,REP,FL,9,C,C00638015,SEAN BUCHAN FOR CONGRESS,638.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,H8FL10066,"DARIUS, WADESON",Darius,DEM,FL,10,C,C00667584,WADE DARIUS FOR CONGRESS CORP,43564.28,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,NA,NA,NA
314,H8FL11106,"ALLEN, SAMUEL",Allen,DEM,FL,11,C,C00650465,SAM ALLEN FOR CONGRESS,515.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.1,NA
315,H8FL11114,"REID, RONALD LYNN",Reid,DEM,FL,11,C,C00653493,RON REID FOR CONGRESS,6626.27,NA,NA,NA,NA,NA,NA,NA,174,270,NA,NA,NA,NA,885,NA
316,H8FL11130,"COTTRELL, DANA",Cottrell,DEM,FL,11,C,C00673145,DANA COTTRELL CAMPAIGN ACCOUNT,76591.69,NA,NA,NA,325,NA,NA,NA,250,315,NA,NA,NA,NA,NA,NA
317,H8FL12062,"THOMAS, SUNIL MATHEW",Thomas,DEM,FL,12,C,C00656363,COMMITTEE TO ELECT MATHEW THOMAS,8370.68,NA,NA,NA,705.99,NA,NA,4500,258.7,NA,NA,NA,NA,NA,NA,NA
318,H8FL12070,"PERENICH, STEPHEN M",Perenich,DEM,FL,12,C,C00657874,PERENICH FOR CONGRESS,72052.28,60,500,NA,1505.1,NA,NA,7466.5,410.86,1447.6,175,NA,NA,60,200,NA
319,H8FL12088,"HUNTER, CHRISTOPHER J.",Hunter,DEM,FL,12,C,C00664417,CHRIS HUNTER FOR CONGRESS,864769.34,182712.47,NA,3000,NA,130544.52,NA,192544.85,7631.63,78325.54,17982.79,1947.91,250,NA,NA,NA
320,H8FL12096,"PURKIS, ANGELIKA MRS.",Purkis,NPA,FL,12,C,C00669945,ANGELIKA PURKIS,17592.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,H8FL13136,"BUCK, GEORGE WILLIAM PHD",Buck,REP,FL,13,C,C00667808,"COMMITTEE TO ELECT GEORGE BUCK, PHD",35171.27,8000,NA,NA,NA,NA,NA,2000,410.76,NA,NA,NA,NA,NA,254.53,NA
322,H8FL13144,"SOSTACK, BRADLEY",Sostack,REP,FL,13,C,C00675876,SOSTACK FOR CONGRESS,159311.01,NA,NA,NA,20994.4,9712.57,NA,51155.05,NA,199.75,40.4,NA,NA,NA,7500,NA
323,H8FL14183,"EVANS, JERMAINE",Evans,REP,FL,14,C,C00652370,COMMITTEE TO ELECT JERMAINE EVANS,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,NA
324,H8FL15131,"PENA, RAYMOND JR.",Pena,DEM,FL,15,O,C00632984,RAY PENA FOR CONGRESS,18899.09,NA,NA,NA,1198.89,1230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,H8FL15149,"PILKINGTON, JAMES GREGORY",Pilkington,DEM,FL,15,O,C00634048,GREG PILKINGTON FOR CONGRESS,58788.37,1481.14,NA,NA,3161.54,NA,240.75,14064.56,1180.51,NA,5690.22,285,NA,NA,NA,NA
326,H8FL15156,"MAGNUSON, CAMERON",Magnuson,DEM,FL,15,O,C00634329,MAGNUSON FOR CONGRESS,3724.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,204,NA
327,H8FL15180,"LEARNED, ANDREW",Learned,DEM,FL,15,C,C00646455,ANDREW LEARNED FOR CONGRESS,356473.07,87342.84,NA,4504.3,53601.74,NA,2348.37,24761.05,8113.17,34793.24,6912.88,3498.57,NA,NA,500,NA
328,H8FL15198,"HORNBACK, PHIL",Hornback,DEM,FL,15,O,C00661652,COMMITTEE TO ELECT PHIL HORNBACK,13991.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800,NA,NA,NA,NA
329,H8FL15214,"SHOEMAKER, ED",Shoemaker,REP,FL,15,O,C00676189,ED SHOEMAKER FOR CONGRESS,20090.96,NA,NA,NA,270,NA,NA,5030.95,768.13,NA,NA,NA,NA,NA,NA,NA
330,H8FL15222,"COMBEE, NEIL",Combee,REP,FL,15,O,C00676502,FRIENDS OF NEIL COMBEE,219376.26,24989.95,NA,NA,2500,18172.54,NA,22100,1450,94128.67,NA,NA,NA,NA,1000,NA
331,H8FL15230,"SPANO, VINCENT ROSS",Spano,REP,FL,15,I,C00676668,ROSS SPANO FOR CONGRESS,939944.15,18411.74,6000,6500,44040,NA,NA,82250,696.35,152856.05,23996.61,NA,NA,NA,6507.5,NA
332,H8FL15248,"KUSHMER, DANNY",Kushmer,REP,FL,15,O,C00676841,KUSHMER FOR CONGRESS,76650,10000,NA,NA,13500,NA,NA,54121.8,NA,NA,NA,NA,NA,NA,NA,NA
333,H8FL15263,"HARPER, PAUL SEAN",Harper,REP,FL,15,O,C00677583,SEAN HARPER FOR CONGRESS,108530.11,NA,3250,NA,6897.63,NA,NA,37845.95,1500.12,9099.67,1649.62,NA,NA,NA,4400,NA
334,H8FL15271,"CARLSON, KRISTEN",Carlson,DEM,FL,15,O,C00677096,KRISTEN CARLSON FOR CONGRESS COMMITTEE,2133044.92,2958548,NA,59900,12349.48,152100.19,NA,51094.57,6551.85,131529.31,6866.69,NA,NA,1479274,NA,NA
335,H8FL16055,"SHAPIRO, M. DAVID",Shapiro,DEM,FL,16,C,C00658419,DAVID SHAPIRO FOR CONGRESS,2870815.25,28664.16,37410.76,81600,4519.25,294423.28,13138.22,69641.97,13229.26,39738.98,3757.61,20000,NA,NA,NA,2704
336,H8FL17020,"POLLARD, WILLIAM CYRUS MR. JR.",Pollard,DEM,FL,17,O,C00650143,BILL POLLARD CAMPAIGN,12654.58,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,NA
337,H8FL17038,"AKINS, WILLIAM ALAN",Akins,REP,FL,17,O,C00657692,COMMITTEE TO ELECT BILL AKINS TO CONGRESS,26412.47,7488.15,NA,NA,NA,NA,1303.3,2500,1580.86,NA,NA,NA,1875.39,NA,NA,1190.86
338,H8FL17046,"GONZALEZ, JULIO",Gonzalez,REP,FL,17,O,C00671537,JULIO GONZALEZ FOR CONGRESS,604875,62775.8,19250,15000,3059.72,NA,NA,56781.2,8726.17,94311.7,NA,NA,NA,NA,11997.19,NA
339,H8FL17053,"STEUBE, GREG",Steube,REP,FL,17,I,C00671891,GREG STEUBE FOR CONGRESS,693511.76,158410.52,24300,10068.98,82232.28,NA,NA,105045,14954.34,415146.47,4014.59,NA,NA,NA,2919.14,NA
340,H8FL18010,"KEITH, PAM",Keith,DEM,FL,18,C,C00650234,PAM KEITH FOR CONGRESS,670193.38,6108.5,NA,2950,74353.38,262654.63,13558.23,214853.37,5360.41,1745.51,9922.24,NA,NA,NA,1258.8,NA
341,H8FL18028,"BAER, LAUREN",Baer,DEM,FL,18,C,C00652594,LAUREN BAER FOR CONGRESS,4606964.32,9903.02,148074.26,11414.25,90681.41,211634.31,NA,214720.27,6554.4,6475.16,26720.72,5400,NA,NA,168,NA
342,H8FL18036,"CUMMINGS, DAVE",Cummings,REP,FL,18,C,C00673723,DAVE CUMMINGS FOR CONGRESS,17603.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,H8FL19067,"HOLDEN, DAVID",Holden,DEM,FL,19,C,C00649079,HOLDEN 2018,639736.54,193830.5,NA,NA,49720.65,143573.03,3915.87,189851.71,14197.54,12750.4,18026.97,NA,NA,NA,16401.4,NA
344,H8FL19075,"TRUAX, TODD JAMES MR.",Truax,DEM,FL,19,C,C00651588,TODD JAMES TRUAX CONGRESSIONAL CAMPAIGN,16032.14,1831.76,NA,NA,NA,NA,NA,NA,NA,205.08,263.51,NA,NA,NA,NA,NA
345,H8FL20032,"CHERFILUS-MCCORMICK, SHEILA",Cherfilus-Mccormick,DEM,FL,20,C,C00677492,"SHEILA CHERFILUS MCCORMICK FOR CONGRESS, INC",38924.36,3000,NA,NA,NA,NA,NA,2000,335.99,NA,NA,550,3000,NA,650,NA
346,H8FL21055,"JETTA, KURT",Jetta,REP,FL,21,C,C00657387,"KURT JETTA FOR CONGRESS, INC.",504106.82,5500,NA,14880,27138.95,NA,NA,40104.81,313,436.31,581.58,NA,NA,NA,NA,NA
347,H8FL21063,"SCHWARTZ, DEREK A.",Schwartz,REP,FL,21,C,C00669176,DEREK A. SCHWARTZ FOR CONGRESS,85613.72,769.8,NA,NA,NA,NA,1088.73,13907.55,2000,NA,NA,NA,NA,NA,NA,769.8
348,H8FL22061,"KIMAZ, NICOLAS T MR.",Kimaz,REP,FL,22,C,C00661629,KIMAZ FOR CONGRESS,202309.24,4005,3519.87,NA,10487.25,NA,NA,54135.9,825.5,552.85,NA,4000,NA,NA,1075,NA
349,H8FL22079,"MANJARRES, JAVIER",Manjarres,REP,FL,22,C,C00675603,JAVIER MANJARRES FOR CONGRESS,87240.56,8303.59,NA,NA,586.25,NA,NA,NA,145,12761.66,1185.47,2106.72,NA,NA,1248.41,NA
350,H8FL22087,"FANDL, JEFF",Fandl,DEM,FL,22,C,C00676650,JEFF FANDL FOR CONGRESS,26629.49,193.94,NA,NA,NA,NA,NA,NA,NA,NA,3088.33,NA,NA,NA,NA,NA
351,H8FL23051,"REYES, CARLOS JOSE JR.",Reyes,REP,FL,23,C,C00652693,"CARLOS J REYES FOR CONGRESS COMMITTEE, INC.",382984.54,1676.33,NA,NA,50397.48,NA,NA,198601.99,16810.19,NA,6696.58,NA,NA,NA,129,NA
352,H8FL24059,"SOLA, LOUIS ERNEST",Sola,REP,FL,24,C,C00637819,SOLA FOR FLORIDA,99000,NA,NA,NA,NA,NA,NA,2500,NA,NA,NA,NA,NA,NA,NA,NA
353,H8FL24067,"DE LA FUENTE, RICARDO",De La Fuente,DEM,FL,24,C,C00677997,RICARDO DE LA FUENTE FOR CONGRESS FLORIDA,74276.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,H8FL25023,"KARIM, ANNISA",Karim,DEM,FL,25,C,C00675975,KARIM FOR CONGRESS,20627.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.4,NA
355,H8FL26021,"MACHAT, STEVEN",Machat,DEM,FL,26,C,C00649541,STEVEN MACHAT FOR CONGRESS,2836.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,H8FL26039,"MUCARSEL-POWELL, DEBBIE",Mucarsel-Powell,DEM,FL,26,I,C00652065,DEBBIE FOR CONGRESS,4881890.36,61088.74,80200,24938.89,50981.73,594006.64,NA,144681.05,8103.76,40878.1,44776.18,NA,NA,54088.74,9153.29,NA
357,H8FL26054,"GRIMES, DEMETRIES A.",Grimes,DEM,FL,26,C,C00666677,GRIMES FOR CONGRESS,140828.89,NA,NA,41.48,NA,NA,NA,5312.55,1406.86,NA,6617.23,NA,NA,NA,1506,NA
358,H8FL26062,"FAAS, SOURAYA",Faas,REP,FL,26,C,C00681932,SOURAYA FAAS CAMPAIGN,10440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,H8FL27011,"HEPBURN, MICHAEL A.",Hepburn,DEM,FL,27,O,C00636381,HEPBURN FOR CONGRESS,35158.72,NA,NA,NA,NA,700,NA,9048.7,NA,4066.04,NA,NA,NA,NA,317.07,NA
360,H8FL27029,"ROSEN GONZALEZ, KRISTEN",Rosen Gonzalez,DEM,FL,27,O,C00637546,KRISTEN ROSEN GONZALEZ CAMPAIGN COMMITTEE,393771.84,82298.71,NA,2424.38,2700,NA,NA,80146.04,25186.58,4608.78,3002.27,3000,2647.6,NA,1000,3200
361,H8FL27037,"BARREIRO, BRUNO",Barreiro,REP,FL,27,O,C00639807,BRUNO A BARREIRO CAMPAIGN,475205.71,2972.7,17500,NA,79092.8,NA,NA,124538.8,3500,47008.03,NA,2422.7,NA,NA,1738,NA
362,H8FL27052,"RODRIGUEZ, JOSE JAVIER",Rodriguez,DEM,FL,27,O,C00650515,JOSE JAVIER RODRIGUEZ FOR CONGRESS,629888.05,NA,NA,51455,93420.19,162118.93,9744.76,236879.15,54.54,705.85,9322.31,NA,NA,NA,4265,NA
363,H8FL27060,"RICHARDSON, DAVID",Richardson,DEM,FL,27,O,C00649087,DAVID RICHARDSON FOR CONGRESS,2423574.49,223453.57,46500,6000,40290,193476.08,NA,320505.86,3652.28,16558.72,23762.84,NA,NA,NA,25945.08,NA
364,H8FL27078,"REGALADO, RAQUEL",Regalado,REP,FL,27,O,C00651299,RAQUEL REGALADO FOR CONGRESS,23203.04,NA,NA,NA,NA,NA,NA,3200,NA,NA,NA,3200,NA,NA,3400,NA
365,H8FL27086,"BARZEE FLORES, MARY",Barzee Flores,DEM,FL,25,O,C00651471,MARY BARZEE FLORES FOR CONGRESS,2192183.44,2062,52275.45,1500,3642.5,206066.12,NA,255065.48,6743.61,25698.34,25432.68,NA,NA,NA,NA,NA
366,H8FL27094,"RODRIGUEZ-AGUILERA, BETTINA",Rodriguez-Aguilera,REP,FL,27,O,C00654194,BETTINA RODRIGUEZ-AGUILERA FOR CONGRESS,88198.46,1200,NA,NA,1250,NA,NA,3400,2355,2450,NA,3110,400,400,NA,NA
367,H8FL27102,"SOSA, GINA MS.",Sosa,REP,FL,27,O,C00670968,GINA SOSA FOR CONGRESS,11344.77,NA,NA,NA,207.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,H8FL27110,"FERRER, GABRIEL A",Ferrer,REP,FL,27,C,C00656447,ELECT GABE FERRER,33906.6,900,NA,NA,9490.19,NA,NA,24835.11,NA,NA,472.65,NA,NA,900,2000,NA
369,H8FL27128,"RUSSELL, KEN",Russell,DEM,FL,27,O,C00646901,KEN RUSSELL FOR CONGRESS,745758.64,17500,NA,69000,NA,9973.85,NA,312678.38,2464.86,332.5,8464.87,NA,NA,NA,3662.49,NA
370,H8FL27136,"HAGGMAN, MATTHEW W",Haggman,DEM,FL,27,O,C00651851,MATT HAGGMAN FOR CONGRESS,1589780.84,10440,49900,15356.6,NA,259408.89,5815.92,251976.26,3295.46,42502.11,2565.62,NA,NA,NA,4000,NA
371,H8FL27144,"JOLI, MAYRA",Joli,NPA,FL,27,O,C00659763,MAYRA JOLI FOR CONGRESS,75729.3,37327.99,NA,NA,1279.59,NA,2516.64,NA,13467.57,NA,336.6,NA,10080,3400,NA,NA
372,H8FL27169,"BALAGUER, ARIADNA",Balaguer,REP,FL,27,O,C00664649,ARIADNA BALAGUER FOR CONGRESS,59269.66,NA,NA,57500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,H8FL27177,"CHIRINO, ANGIE",Chirino,REP,FL,27,O,C00664763,ANGIE CHIRINO FOR CONGRESS,50544.4,350,2500,NA,21729.03,NA,NA,3015,819.61,NA,NA,NA,350,NA,NA,NA
374,H8FL27185,"SALAZAR, MARIA ELVIRA",Salazar,REP,FL,27,O,C00671859,MARIA ELVIRA SALAZAR FOR CONGRESS,2097963.47,362177.04,50400,28450,125908.48,1250,NA,255390.51,29126.38,142544.92,3373.82,17000,174695,182282.04,36204.12,NA
375,H8FL27193,"SHALALA, DONNA",Shalala,DEM,FL,27,I,C00672311,DONNA SHALALA FOR CONGRESS,4679739.96,624208.45,173738.42,89101.48,113837.11,534461.09,NA,615065.96,30833.11,39874.22,47991.55,NA,NA,575128.94,NA,NA
376,H8FL27201,"OHEVZION, MICHAEL",Ohevzion,REP,FL,27,O,C00672949,MIKE 4 FLORIDA,212641.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,H8FL27219,"ADADI, ELIZABETH",Adadi,REP,FL,27,O,C00673004,ELIZABETH ADADI FOR CONGRESS CAMPAIGN COMMITTEE,15669.22,1968.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968.75,NA,NA,NA
378,H8GA01063,"RING, LISA M. MS.",Ring,DEM,GA,1,C,C00648287,"THE COMMITTEE TO ELECT LISA RING, LLC",191727.78,14331.53,NA,NA,1619.25,64637.19,53.29,NA,3339.77,513.38,400.93,NA,NA,NA,999.88,NA
379,H8GA01071,"SEIDMAN, BARBARA A",Seidman,DEM,GA,1,C,C00655837,SEIDMAN FOR CONGRESS,55456.49,1412.34,NA,NA,NA,NA,565.25,8500,160,NA,372.68,1538.25,NA,NA,102,777.83
380,H8GA02061,"MCPHERSON, BRUCE WILLIAM",Mcpherson,REP,GA,2,C,C00656165,BRUCE MCPHERSON FOR CONGRESS,114135.77,NA,NA,NA,2682.51,NA,NA,11182.51,1524.75,58223.56,NA,NA,NA,NA,NA,NA
381,H8GA02087,"WEST, HERMAN JR.",West,REP,GA,2,C,C00670380,THE COMMITTEE TO ELECT HERMAN WEST JR,15776.98,600,NA,NA,NA,NA,NA,NA,2450,NA,519.27,NA,300,NA,NA,NA
382,H8GA03044,"SINGLETON, PHILIP JERALD",Singleton,REP,GA,3,C,C00647891,PHILIP SINGLETON FOR CONGRESS,15815.74,226.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,H8GA03051,"ENDERLIN, CHARLES JOSEPH JR.",Enderlin,DEM,GA,3,C,C00647446,COMMITTEE TO ELECT CHUCK ENDERLIN,52617.35,12188.61,3520,NA,NA,209.68,NA,NA,NA,15876.76,NA,NA,NA,NA,NA,744
384,H8GA03069,"OLIVER, MELVIN RUSSELL MR.",Oliver,DEM,GA,3,C,C00653428,COMMITTEE TO ELECT RUSTY OLIVER,12423.17,2271.89,NA,NA,140.39,NA,233.18,1350,NA,NA,240.86,NA,NA,NA,NA,NA
385,H8GA04117,"PARKS, JUAN",Parks,DEM,GA,4,C,C00654699,THE COMMITTEE TO ELECT JUAN PARKS,12956.28,381.67,NA,NA,42.76,NA,438.74,NA,13.76,81.98,795.61,NA,NA,NA,NA,NA
386,H8GA04125,"PROFIT, JOSEPH",Profit,REP,GA,4,C,C00675777,JOE PROFIT FOR CONGRESS LLC,79051.16,2000,NA,NA,NA,1600,NA,NA,NA,NA,225,NA,2000,NA,5052.15,NA
387,H8GA06195,"OSSOFF, T. JONATHAN",Ossoff,DEM,GA,6,O,C00630426,JON OSSOFF FOR CONGRESS,32590576.04,700045.24,964695.98,169209.29,4659785.68,2133244.52,NA,4716696.22,41294.94,386000.7,372567.95,NA,NA,NA,8030,NA
388,H8GA06203,"HILL, JUDSON",Hill,REP,GA,6,O,C00630483,"JUDSON HILL FOR CONGRESS, INC.",833283.77,25895.7,27000,11619.5,12102.74,NA,NA,37204.28,3131,637,NA,NA,NA,NA,NA,NA
389,H8GA06211,"KEATLEY, RICHARD",Keatley,DEM,GA,6,C,C00630772,KEATLEY FOR CHANGE,59633.42,NA,NA,NA,NA,NA,1766.5,23145.94,3796.83,NA,NA,NA,NA,NA,NA,NA
390,H8GA06245,"SLOTIN, RONALD DAVID",Slotin,DEM,GA,6,O,C00631614,RON SLOTIN FOR CONGRESS,88200.92,8435,NA,NA,NA,NA,NA,13519,4079,16729,NA,NA,NA,8435,2741,NA
391,H8GA06252,"GRAY, BOB",Gray,REP,GA,6,O,C00631895,BOB GRAY FOR CONGRESS,851826.93,6768.52,35000,NA,21057.95,NA,NA,25660,5510.05,161987.82,445.5,NA,NA,NA,3750,NA
392,H8GA06260,"MOODY, DAN",Moody,REP,GA,6,O,C00632141,"DAN MOODY FOR CONGRESS, INC.",3225716.48,NA,29000,14292.85,20000,26935.12,NA,239552.41,NA,NA,9273.28,NA,NA,NA,NA,NA
393,H8GA06286,"HANDEL, KAREN CHRISTINE",Handel,REP,GA,6,C,C00634949,FRIENDS OF HANDEL,66168.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,H8GA06286,"HANDEL, KAREN CHRISTINE",Handel,REP,GA,6,C,C00633362,"HANDEL FOR CONGRESS, INC.",8784153.66,360014.56,108020,139676.38,769741.32,288655.77,NA,1109073.3,118736.56,226847.68,27339.25,NA,NA,NA,11874.32,NA
395,H8GA06294,"GRAWERT, KEITH JOSEPH",Grawert,REP,GA,6,O,C00632778,KEITH GRAWERT FOR CONGRESS,89251.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,H8GA06302,"ABROMS, DAVID",Abroms,REP,GA,6,O,C00633198,ABROMS FOR CONGRESS,307417.67,49256.24,NA,NA,NA,NA,NA,167488.61,NA,872,21202.35,NA,NA,NA,NA,NA
