"","committee_id","total","advertise","poll","research","fundraise","pay","materials","consulting","event","mail","travel","smedia","radio","television","website","newspaper"
"48","C00197699",9220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","C00200584",3762919.03,1577605.54,64964,84100,208390.14,344609.07,20843.96,460597.9,202740.24,173360.31,103824.85,NA,NA,NA,NA,1601.4
"50","C00200865",3279427.48,126040,31000,6500,305450.68,485933.17,NA,444846.31,20712.34,9157.8,85586.75,NA,NA,NA,12440,NA
"51","C00202416",2028114.96,518.01,NA,NA,671824.15,NA,NA,754191.42,112266.22,4809.79,5177.11,NA,NA,NA,NA,NA
"52","C00213512",5700008.64,NA,86200,NA,159583,464087.28,NA,1187137.65,5840.74,115.2,155714.2,549875,NA,NA,67419.85,NA
"53","C00213611",546289.69,7656,NA,4250,112190,8685.86,NA,187878.64,3100,37845.02,12534.53,NA,NA,NA,NA,NA
"54","C00215699",120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","C00215905",1542392.03,20153,NA,NA,137409.19,419090.72,43.5,238048,125998.19,103715.42,7175.23,15088.82,NA,NA,NA,150
"56","C00219881",1391084.61,999.86,NA,834,188810.09,1422,NA,178545.96,28418.85,23056.04,7807.18,NA,NA,NA,2825,NA
"57","C00222455",675893.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","C00223230",26183.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","C00223297",4649.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","C00224691",2942532.46,153527.69,130800,45937,232410.32,252058.87,NA,308107.93,139004.79,84118.57,33296.12,NA,NA,NA,46.99,NA
"61","C00225045",102717.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","C00226522",3934719.6,20632.91,NA,NA,400213.76,259030.9,2698.14,281000,493447.03,4317.91,149412.12,NA,299.99,NA,1265.59,10417.92
"63","C00226928",1942187.35,NA,NA,NA,106535.77,310827.57,NA,224433,6961.27,1570.35,30854.05,NA,NA,NA,NA,NA
"64","C00229104",428473.2,537.5,NA,NA,19208.11,144276.13,NA,9350.61,6039.97,1090,2889.45,NA,NA,NA,NA,125
"65","C00229377",260198.22,NA,NA,NA,NA,NA,NA,NA,147,NA,2536.12,NA,NA,NA,NA,NA
"66","C00236489",33511.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","C00236513",2315163.42,50000,57000,2654.33,244522.62,NA,NA,319520.97,90712.11,99200,34339.48,NA,NA,50000,10558.6,NA
"68","C00238444",258061.98,NA,NA,NA,NA,22446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","C00238865",1443521.05,15864.84,NA,NA,86124.5,285543.77,NA,86639.64,45466.74,13834.44,24162.74,NA,NA,NA,1214.99,NA
"70","C00239038",140163.62,NA,NA,NA,1801.14,NA,NA,NA,6000,NA,NA,NA,NA,NA,NA,NA
"71","C00239947",2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","C00240986",237616.76,NA,NA,NA,106847.68,9513.49,NA,111223.81,6675,NA,NA,NA,NA,NA,NA,NA
"73","C00241349",90345.63,NA,NA,NA,NA,NA,NA,NA,10987.15,NA,NA,NA,NA,NA,NA,NA
"74","C00243428",9391.09,NA,NA,NA,NA,2100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","C00244335",489357.45,1700,NA,NA,204114.82,NA,NA,229114.81,1000,9583.45,NA,NA,NA,NA,7418.45,NA
"76","C00249532",19500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","C00250555",2845.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,NA,NA,NA,NA,NA
"78","C00250720",457948.52,300,NA,NA,NA,68568.74,NA,70751.5,2350,799.46,2412.93,NA,NA,NA,965.2,NA
"79","C00251918",65000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","C00253187",1501663.01,1517883.67,35700,NA,124521.08,145200.52,NA,7200,51290.73,3484.46,88.97,NA,105000,615976.35,2675,77541.16
"81","C00254185",876031.26,3492.7,NA,NA,87412.24,NA,NA,53850,9923.94,21318,NA,NA,NA,NA,131.28,3492.7
"82","C00254573",270061.82,750,NA,NA,72553.47,1800,NA,72500,35534.95,8194.8,NA,NA,NA,NA,NA,750
"83","C00254581",254754.59,NA,NA,NA,48000,64000,NA,NA,NA,NA,12774.56,NA,NA,NA,375.07,NA
"84","C00255562",2599440.85,24426.15,NA,NA,187561.19,NA,NA,223318,92563.66,7926.49,102277.36,NA,2500,NA,17275,NA
"85","C00256925",630688.44,NA,NA,NA,933.02,55906.6,NA,21702.07,159.08,2872.14,2193.26,NA,NA,NA,NA,NA
"86","C00257121",324133.22,NA,NA,NA,103552.15,5000,6700,69919.08,11114,1511,NA,NA,NA,NA,NA,NA
"87","C00257337",1835266.53,87701.32,NA,NA,222889.32,65386.63,NA,176168.06,194707.84,77337.83,31596.2,NA,63750,NA,NA,NA
"88","C00257956",689403.07,5425.15,NA,NA,150943.88,49666.23,NA,297939.23,33043.14,9065.9,5164.88,NA,NA,NA,NA,1050
"89","C00258244",106875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","C00258475",1479331.94,1445.2,27750,3000,399208.27,NA,NA,447435,22716.08,92360.5,16819.46,NA,NA,NA,2940,1445.2
"91","C00258855",2026095.57,168880.5,29595,NA,800620.41,110054.2,NA,NA,152665.6,131290.46,17162.81,NA,16843.8,16500,77103.98,51874.11
"92","C00259143",662185.07,15000.02,NA,1960.63,18559.19,177721.45,NA,51279.54,61710.09,1844.7,1809.49,NA,NA,NA,NA,NA
"93","C00264101",120706.17,NA,NA,NA,7500,163,NA,NA,NA,20.25,10727.31,NA,NA,NA,1500,NA
"94","C00265850",9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","C00266940",1213914.16,11075.84,19500,NA,260480.42,227279.2,NA,22056.92,556.88,68702.74,34925.99,NA,1648.69,NA,NA,2400.65
"96","C00269340",556258.23,1625,NA,NA,157897.96,NA,NA,213199.64,220,42.9,NA,10000,NA,NA,840,NA
"97","C00269837",812834.69,17297.35,NA,NA,1697.84,31464.76,NA,67794.09,123168.59,NA,37388.76,NA,7179.85,1317.5,1909.94,8800
"98","C00270041",4197630.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","C00271312",915539.52,864.05,NA,NA,226246.86,NA,NA,385952.29,53288.99,2057.45,208,NA,NA,NA,41.43,NA
"100","C00272153",24158.07,NA,NA,NA,NA,NA,NA,4158.07,NA,NA,NA,NA,NA,NA,NA,NA
"101","C00272211",3241821.74,139745.53,NA,NA,160000,60701.19,NA,NA,250,11951.42,NA,NA,NA,6474.21,362.85,NA
"102","C00273169",2678229.14,99226,26197.5,24360.21,45666.6,283974.25,21272.74,517066.09,3665.3,14048,3618.93,47699,NA,99226,31898.66,NA
"103","C00279851",1632110.32,37155.94,NA,1051.52,395132.9,37433,NA,NA,NA,7821.35,62442.55,NA,34355.94,NA,1500,2800
"104","C00283051",82026.98,NA,NA,NA,1296,NA,NA,NA,703.08,6.8,12171.57,NA,NA,NA,NA,NA
"105","C00283135",5000,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA
"106","C00284174",81908.37,NA,NA,NA,NA,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","C00285171",1440613,4419.16,975,NA,229363.88,96925.04,NA,NA,55465.26,105513.38,34374.37,NA,NA,NA,191.76,NA
"108","C00285254",669177.08,6508.53,NA,48900,34746,NA,NA,77796,12489.89,2603.65,3033.65,NA,NA,NA,NA,NA
"109","C00286187",1676281.29,64544.59,19812,1500,171899.31,239799.15,268.75,176500,47693.64,8122.9,17067.93,7.02,NA,1165.53,300,35059.7
"110","C00286500",535894.09,5646.51,NA,NA,NA,25674.63,NA,NA,2629.34,122.91,913.3,NA,NA,NA,12502.36,NA
"111","C00287045",50754.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","C00287904",774169.94,82290,NA,NA,103895.46,NA,NA,138034.71,10975,42493.79,44560.71,5000,62850,NA,NA,17940
"113","C00287912",1088814.23,39058.5,NA,NA,289278.29,114350.75,NA,203023.17,NA,NA,6503.87,NA,NA,NA,NA,18554.9
"114","C00288159",364796.18,134749.4,NA,NA,2423.71,NA,NA,20073.6,2016.62,8417.76,3301,NA,NA,NA,54.9,NA
"115","C00289058",7970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","C00289140",277681.56,NA,NA,NA,800,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA
"117","C00289603",2222409.54,63247.5,NA,NA,235352,NA,NA,230889.5,376121.98,30955.25,76894.69,NA,NA,NA,16205.78,NA
"118","C00290064",947414.9,NA,NA,NA,55254.08,49910.32,NA,92008.07,3350.82,4722.3,10933.86,NA,NA,NA,NA,NA
"119","C00290429",30973.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","C00290825",2035780.23,17874.87,NA,NA,226472.07,185200,NA,472686.68,323382.61,106,33784.49,NA,NA,NA,1989.2,35
"121","C00292094",3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","C00299404",1570573.67,NA,NA,15000,194829.8,49769.17,NA,437504,55845.91,150529.81,458,NA,NA,NA,NA,NA
"123","C00301838",3022150.27,152000,123600,NA,94134.36,53451.38,NA,222466.17,6405,17905.91,NA,NA,4500,NA,NA,NA
"124","C00302422",119124.37,NA,NA,NA,2500,NA,NA,6200,NA,NA,NA,NA,NA,NA,NA,NA
"125","C00303305",5821717.78,967130.46,NA,12500,734852.81,602090.2,833.1,879144.31,220834.19,612391.13,27470.24,257.02,NA,907191.28,2027.26,NA
"126","C00304709",1606883.49,1098975.93,NA,32660,130882.5,174314.79,NA,203493.67,80317.77,151742.83,3440.9,NA,NA,462500,NA,NA
"127","C00305052",565958.71,132739.88,NA,24868.93,NA,NA,NA,349092.25,66581.62,70875.44,24161.96,NA,257.08,NA,1422.86,NA
"128","C00306829",254707.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","C00307314",1917908.62,25000,NA,NA,63020.16,439967.86,NA,NA,16781.26,26128.9,46272.69,NA,NA,NA,NA,NA
"130","C00308387",511485.82,NA,NA,NA,NA,NA,NA,NA,2332,NA,NA,NA,NA,NA,NA,NA
"131","C00308742",596948.01,27500,NA,NA,85569.75,59642.52,NA,105733.85,5111.86,3523.33,151.9,NA,NA,NA,3895.7,NA
"132","C00310136",51869.59,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","C00310318",1133182.54,NA,NA,NA,47826.48,19534.37,NA,NA,NA,2606.82,5665.73,NA,NA,NA,NA,NA
"134","C00310532",2226944.61,250,NA,7500,418212.46,124277.22,NA,605164.76,500,1020.6,61153.71,NA,NA,NA,594,NA
"135","C00310896",24955.96,NA,NA,NA,NA,NA,NA,612.5,NA,NA,NA,NA,NA,NA,NA,NA
"136","C00310904",72902.55,NA,NA,NA,NA,NA,NA,538.73,NA,NA,3535.88,NA,NA,NA,NA,NA
"137","C00311043",7310730.76,180089.7,NA,10500,469995.22,873641.6,NA,693509.62,319116.21,214286.55,26224.79,NA,NA,NA,1000,NA
"138","C00311555",39359.53,NA,NA,NA,NA,NA,NA,450,NA,NA,NA,NA,NA,NA,NA,NA
"139","C00311639",1371835.24,74.71,NA,19000,295268.59,1576.03,NA,439742.81,117245.56,60485.09,209279.26,NA,NA,NA,20496.37,NA
"140","C00312017",2263859.06,246071.87,NA,43350,204268.1,329010.68,NA,185331.28,5972.31,89226.67,7150.15,NA,NA,NA,1185.2,220
"141","C00313247",1549020,81649.13,NA,NA,116696.16,18094.86,NA,47800,174532.85,8177.74,NA,NA,81649.13,NA,NA,NA
"142","C00313510",1401146.31,7500,NA,NA,205387.79,128461.75,NA,198493.03,10114.3,10940.46,20154.75,NA,NA,NA,NA,NA
"143","C00316307",251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","C00318196",148694.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","C00325332",5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","C00326264",35569.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","C00326363",2441016.15,2375,NA,NA,454435.96,222855.26,NA,87086.05,296437.69,104746.92,35.98,NA,NA,NA,26742.75,NA
"148","C00326629",198639.81,NA,NA,NA,NA,NA,NA,NA,NA,534.94,NA,NA,NA,NA,NA,NA
"149","C00327023",1546860.54,13752.5,1042.11,NA,NA,467408.15,NA,84000,4796.86,15171.21,16059.54,NA,NA,NA,4850,NA
"150","C00330142",1899287.82,NA,NA,NA,32364.03,249239.2,NA,31660.9,27846.48,6488.86,102614.44,NA,NA,NA,NA,NA
"151","C00330696",2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","C00330811",11568.77,NA,NA,NA,NA,NA,NA,1613.14,NA,NA,NA,NA,NA,NA,NA,NA
"153","C00330886",587.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","C00330894",15697440.95,NA,NA,NA,156544.1,742184.99,NA,540904.86,371026.77,616335.69,379382.16,NA,NA,NA,4923.99,NA
"155","C00331389",28590.39,NA,NA,NA,NA,NA,NA,5300,4974.44,141,NA,NA,NA,NA,NA,NA
"156","C00331397",1220052.73,2000.5,NA,23400,265490.74,39678.96,NA,NA,270202.18,29025.09,18195.44,NA,NA,NA,119.88,NA
"157","C00331496",158330.59,NA,NA,NA,NA,27613.04,NA,NA,NA,NA,8160,NA,NA,NA,NA,NA
"158","C00331769",2000727.58,89773.96,NA,5000,247946.91,222611.97,NA,113771.44,202442.24,912.73,105118.8,NA,NA,NA,NA,NA
"159","C00333427",5639424.99,2475044.7,NA,10000,725191.32,232752.26,NA,NA,34200.15,310257.78,87206,NA,370620.05,1083629.18,NA,56985.85
"160","C00333740",904213.75,858.5,NA,NA,51432,NA,NA,80000,23764.59,316.84,NA,NA,858.5,NA,575,NA
"161","C00334706",260944.86,NA,NA,NA,70537.46,NA,NA,51762.67,15,23.5,5048.57,NA,NA,NA,50,NA
"162","C00336065",126062,NA,NA,NA,NA,NA,NA,3876.5,NA,NA,NA,NA,NA,NA,NA,NA
"163","C00336388",3046463.64,1208328.79,101610,29500,161936.27,NA,12104.31,707110.32,76073.52,9474.23,111167.87,NA,298908.15,29915.21,8750,NA
"164","C00336768",7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","C00338954",5768753.44,417011.85,82500,28739.16,599569.32,357779.13,NA,655670.5,58530.2,279931.36,186823.86,NA,NA,NA,25800,NA
"166","C00339424",3433.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","C00341529",20753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","C00343236",3802258.06,62912.05,NA,52200.18,98980.5,NA,NA,569425.16,127777.94,8400.45,27534.75,NA,NA,NA,21309.87,NA
"169","C00343459",4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","C00343871",3970809.81,NA,NA,NA,601145.47,186288.68,NA,818756.74,74411.13,47967.19,3110.14,NA,NA,NA,28803.17,NA
"171","C00344390",27000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","C00344671",462550.92,NA,NA,NA,134126.75,42502.99,NA,9000,5617.68,435.85,5006.94,NA,NA,NA,1320,NA
"173","C00344697",884056.1,NA,28200,NA,1106.04,318611.01,NA,1412,NA,2635.17,6136.51,NA,NA,NA,1975,NA
"174","C00344721",10757.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","C00345546",1134951.26,NA,NA,NA,78405,255639.53,4527.9,400944.75,142247.31,2604.45,5981.11,NA,NA,NA,75630,NA
"176","C00346080",866484.78,55795,NA,4500,330341,NA,NA,NA,2888,61500.4,63328,3198,15000,NA,NA,NA
"177","C00346296",23000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","C00347476",51487.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","C00347492",2488275,693410,42250,NA,335621.22,133619.64,NA,267269.14,67456.3,117086.07,1016.95,NA,45960,323600,702.91,NA
"180","C00350520",2227501.43,NA,14500,NA,309069.62,NA,NA,255542.08,25586.13,135312.33,1483.28,NA,NA,NA,10247.5,NA
"181","C00351379",11767.54,140,NA,350,NA,224.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","C00354688",954498.16,11292.93,NA,NA,74000,278748.59,NA,74000,29514.2,107914.07,10692.1,NA,NA,3891.81,2600,NA
"183","C00359034",1892612.22,45671.68,37850,NA,343449.35,1820,NA,62340,267361.69,38734.51,159762.95,NA,NA,15250,NA,NA
"184","C00364935",1162162.93,1571.82,NA,NA,222945,74121.98,NA,266863.67,113631.96,1276.64,8414.68,NA,NA,NA,NA,NA
"185","C00365593",114920.42,NA,NA,NA,NA,54025.7,NA,7875,NA,NA,NA,NA,NA,NA,NA,NA
"186","C00366096",2740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","C00366757",115365.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.68,NA,NA,NA,NA,NA
"188","C00366948",565990.31,5138.76,NA,NA,48884.73,1997.15,NA,146000.43,16337.86,952.72,1154.91,NA,NA,NA,7200,NA
"189","C00367110",166498.89,NA,NA,NA,25270.13,NA,NA,25270.13,30101.69,NA,778.14,NA,NA,NA,30951.69,NA
"190","C00367862",1518931.54,394174.27,NA,NA,118921.93,107629.83,NA,200920.15,1900,47136.16,3180.25,NA,NA,NA,588,NA
"191","C00368522",2262900.12,47372.97,NA,NA,375680.17,561700.03,NA,504596.16,9840.34,12265.4,9482.25,NA,NA,NA,NA,NA
"192","C00369686",161944.15,NA,NA,NA,20141.79,NA,NA,2300.5,2908,539.9,NA,NA,NA,NA,116,NA
"193","C00369801",1302065.68,NA,NA,NA,79930.22,NA,NA,78250,8255.3,89763.58,33845,NA,NA,NA,NA,NA
"194","C00370056",12172645.37,2107903.01,176056.95,73429.95,183346.66,332324.8,7110.54,225018.37,155612.97,16069.77,76813,NA,NA,NA,39979.75,NA
"195","C00370650",1371894.42,446.17,NA,NA,115924.5,24000,NA,242034.81,2106.98,7817.47,978,5000,NA,NA,2450,NA
"196","C00371203",2324078.98,232113.86,29502.06,NA,277104.59,179695.68,36630.94,486268.73,124533.55,5337.59,53231.1,NA,NA,NA,NA,NA
"197","C00371260",6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","C00371302",1175906.3,2490,NA,NA,168325.91,127688.87,NA,225712.87,37460.77,17190.11,7709.48,NA,NA,NA,NA,NA
"199","C00372102",99483.09,NA,NA,NA,NA,NA,NA,15100,NA,353.35,NA,NA,NA,NA,NA,NA
"200","C00372532",2461686.82,220143.13,61385.22,NA,241955.04,180867.45,NA,567670.04,4206,184269.06,NA,7.02,NA,NA,14953.79,NA
"201","C00372722",116.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","C00373001",1653908.6,NA,43000,19575,108966.88,154008.69,NA,108966.88,26423.19,119997.43,NA,NA,NA,NA,380,NA
"203","C00373464",1934417.5,75828.61,NA,65468,142166.35,151357.1,NA,400370.61,175840.32,2866.69,41990.36,NA,NA,NA,10458.15,NA
"204","C00373563",1224047.65,3061,62200,NA,74240.41,481095.77,NA,1500,62871.43,109087.26,413,1500,600,NA,1302,NA
"205","C00374058",719345.26,97184.82,NA,NA,125695.52,32370.07,NA,81095.52,15022.27,23797.93,11653.93,NA,NA,NA,17501.73,NA
"206","C00374231",1058570.52,248500.16,NA,NA,222182.29,NA,NA,101980.49,3354.27,71387.55,41755.73,NA,NA,NA,NA,NA
"207","C00374751",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","C00375618",8240.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","C00376004",107020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","C00376087",2625050.56,4834.89,46175,17500,211439.69,NA,7405,268315,185688.37,335541.76,58361.32,16745.29,NA,NA,NA,300
"211","C00376244",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","C00376665",977927.99,125,NA,NA,56327.85,432724.91,393.3,1500,60827.01,6059.25,2156.99,NA,NA,NA,NA,NA
"213","C00376673",1156039.1,2695,NA,NA,9260,28320.53,NA,195078.98,151684.66,3478.14,21815.19,NA,NA,NA,9100,NA
"214","C00376855",2583.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","C00379735",2583370.27,119930.26,29900,NA,290854.8,177156.91,NA,48820,10534.17,129553.04,NA,NA,NA,NA,147.23,NA
"216","C00379974",2523.28,NA,NA,NA,NA,NA,NA,2400,NA,NA,NA,NA,NA,NA,NA,NA
"217","C00381954",8500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","C00383828",3139274.36,8306,NA,NA,520560.17,168443.07,NA,NA,12489.92,156916.32,14803.67,23503.66,NA,NA,2992.55,NA
"219","C00384016",57558.47,NA,NA,NA,NA,165.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","C00384057",1775747.38,2986.54,NA,20000,186100,258565.21,8927.74,291150,179412.44,52498.95,64716.35,NA,NA,NA,5250,NA
"221","C00384552",534.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","C00384735",59710.63,NA,NA,NA,NA,NA,NA,249.33,NA,NA,NA,NA,NA,NA,NA,NA
"223","C00385773",1989340.02,NA,NA,NA,172256,279949.25,NA,374756,117604.1,251471.24,49652.09,NA,NA,NA,NA,NA
"224","C00386110",96988.14,815.99,NA,2500,NA,70.73,NA,9774.17,1537.21,2498.25,192,NA,NA,NA,NA,NA
"225","C00386532",763793.07,37614.2,NA,NA,224007.12,47550.2,NA,NA,8450.16,31282.17,538.81,NA,13022.19,13036.01,NA,NA
"226","C00386748",2364588.77,64969.35,NA,20900,NA,115168.06,NA,458948.21,7640.54,10992.58,35754.41,NA,1248,NA,NA,5285
"227","C00386755",361435.47,355,NA,40000,20200.62,NA,NA,24027.4,5927.16,NA,NA,NA,NA,NA,NA,NA
"228","C00386847",675116.14,889.64,NA,1400,103840.37,97498.02,NA,74032.55,15589.87,1741.79,13481.48,NA,NA,NA,228,NA
"229","C00390476",6079908,5686341,156400,17256,986486,473101,NA,275904,78432,855491,112823,NA,28310,2464279,NA,30308
"230","C00390724",2395806.78,100428.68,NA,NA,200429.29,90908.02,NA,236223.29,NA,271140.06,370.2,3532.68,NA,NA,965,203
"231","C00391029",2554167.1,1188420.54,69600,12365.94,248825.12,36842.43,NA,NA,71783.46,2311.22,1898.21,NA,1720,1044596,3317.08,5685
"232","C00392266",898.75,NA,NA,NA,NA,NA,NA,674.75,NA,NA,NA,NA,NA,NA,NA,NA
"233","C00392670",1463097.43,NA,NA,1650,72121.61,NA,NA,117190.83,20536.73,295.09,3268.08,NA,NA,NA,NA,NA
"234","C00392688",2174183.64,29594.68,NA,10000,392334.17,93416.05,NA,758572.19,24579.75,55.65,4902.01,215880.22,NA,NA,653.5,NA
"235","C00393041",155791.63,30671.3,NA,NA,NA,NA,12926.45,864.95,NA,NA,9773.31,NA,13083.5,NA,NA,NA
"236","C00393298",3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","C00393348",1207612.47,NA,NA,NA,149550.85,4504.74,NA,15692.98,6195.62,299770.88,2941.32,NA,NA,NA,467.64,NA
"238","C00393512",10298.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","C00393629",4283331.05,2500,30920,21918.24,564877.82,175825.29,NA,587050.91,150398.41,206132.89,213979.57,NA,NA,NA,NA,NA
"240","C00394353",23293.68,669.15,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,4000,NA
"241","C00394957",13335393.47,42255.88,NA,35500,125565.67,46986.21,NA,6468969.39,6072.7,61510.36,250177.88,NA,NA,NA,NA,NA
"242","C00394973",1411.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","C00395467",833607.58,NA,NA,NA,61644.82,73314.1,NA,1200,5800.56,105677.06,NA,NA,NA,NA,1986.87,NA
"244","C00395848",1153130.04,3670,NA,3500,96650,NA,NA,NA,486558.85,304656.32,490.71,NA,NA,NA,NA,NA
"245","C00395947",1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","C00397505",1079650.14,34591.41,NA,1000,155255,169975.42,NA,189783.83,52580.54,47619.18,72453.92,NA,NA,NA,2265,NA
"247","C00397737",973140.17,NA,NA,NA,57570.21,159297.34,NA,82820.21,28274.89,31890.84,43076.03,NA,NA,NA,1071.95,NA
"248","C00398644",1279345.37,18873.23,17700,NA,116331.32,360406.6,NA,152931.32,13002.95,6210.48,33887.64,NA,NA,NA,4305.71,NA
"249","C00401034",1002836.35,2997.4,NA,NA,214466,904.95,NA,191548.62,23858.96,6647.53,574.86,NA,NA,NA,35.34,NA
"250","C00401190",880822.58,1400,NA,NA,135339.63,NA,NA,30420,9053,2121.67,14655.68,NA,NA,NA,298,NA
"251","C00401224",30088.79,NA,NA,NA,NA,35570.61,NA,NA,NA,26.86,NA,NA,NA,NA,NA,NA
"252","C00401315",4000,NA,NA,NA,NA,NA,NA,4000,NA,NA,NA,NA,NA,NA,NA,NA
"253","C00404335",4069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","C00405340",72.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","C00405431",2520247.39,449548.52,47000,NA,155077.74,65176.44,NA,70740.22,1810.94,447461.05,3503.48,36235.03,14392.71,207814.82,8.99,599.4
"256","C00408534",2203632.21,611771.15,NA,6000,220573.91,48665.02,NA,94901.52,183887.35,8221.54,18968.93,NA,NA,569326,889.62,NA
"257","C00409219",1204426.69,2307,NA,NA,275603.96,99700,NA,324124.85,84854.68,11950.9,2281.05,NA,NA,NA,21693.79,NA
"258","C00409409",235048.77,NA,NA,NA,13289.17,115343.29,NA,13789.17,2701.55,98.79,10190.06,NA,NA,NA,NA,NA
"259","C00409797",189483.78,NA,NA,NA,55800,NA,NA,42000,25915.28,98,2840.67,NA,NA,NA,NA,NA
"260","C00410118",62291.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2892.37,NA
