committee_id,consulting
C00681346,40000
C00641340,29267
C00657015,465503.15
C00671198,8675
C00647099,11600
C00668608,114530
C00638411,174847.69
C00674481,500
C00680033,4250
C00649962,7800
C00686394,5000
C00649509,5450
C00589507,8500
C00578302,6167.5
C00664524,14172
C00677286,137413.44
C00651992,21735.22
C00652248,84764.79
C00652891,18237
C00654095,183313.25
C00653816,164018.47
C00681296,19207.9
C00581868,1500
C00104752,2000
C00657619,16750
C00657874,7466.5
C00658245,3604
C00658674,59690
C00660126,66459
C00659110,9328.23
C00661389,10200
C00661116,85269.11
C00660324,5072
C00663427,9654.130000000001
C00663880,35058.86
C00664375,89136.43
C00662601,22500
C00666107,228
C00665364,27862.6
C00668574,38956
C00667097,490760.98
C00669978,2000
C00675538,7500
C00667915,46858.39
C00638601,1822.91
C00655183,204130.99
C00656751,600
C00648774,292307.47
C00655902,720
C00675363,4350
C00662809,13360.4
C00686576,2000
C00665612,20766.11
C00668319,3550
C00680876,8500
C00649277,3250
C00674507,4000
C00656090,262078.79
C00675041,4750
C00668400,53878.06
C00482984,1535.26
C00393348,15692.98
C00193342,1407.6
C00458828,875
C00640938,11098.15
C00672311,615065.96
C00674853,9100
C00671859,255390.51
C00673020,9537.15
C00672634,5060
C00667063,8500
C00665752,111510.76
C00646844,68490.16
C00665927,5644.95
C00674879,68208.87
C00654558,600
C00677062,2500
C00665059,1600
C00664367,63025.57
C00670786,39578.92
C00666073,112266.24
C00559492,600
C00670182,4405
C00666586,16297.02
C00640110,28864.02
C00665729,1500
C00667576,9750
C00648048,43528.59
C00664490,936
C00651117,5000
C00662205,14875.92
C00656389,1800
C00614115,654.96
C00682849,308
C00682351,4128.29
C00678615,3500
C00654277,112916.59
C00445452,102000
C00552547,60777.34
C00679571,1500
C00659235,59.06
C00605584,550.89
C00663450,57.03
C00672360,5000
C00253187,7200
C00657718,20000
C00672931,12000
C00671263,1029
C00673525,18812.41
C00376665,1500
C00672568,300
C00669507,1180.2
C00662403,47636.28
C00657841,178097.89
C00670562,2700
C00590067,263343.19
C00661371,1570.1
C00685438,15098.8
C00651562,4450
C00659151,500
C00663054,87077.12
C00656280,25835.75
C00688861,525
C00690495,250
C00344697,1412
C00571554,1500
C00689620,350.39
C00593525,46665.5
C00648295,95234.71
C00664342,133117.36
C00650226,15450
C00664409,140744.51
C00647313,65103.46
C00680306,5816.93
C00669143,5000
C00662171,58578.7
C00650366,272289.12
C00654525,202283.16
C00680942,3770
C00675405,500
C00651620,1500
C00670364,6000
C00310896,612.5
C00310904,538.73
C00666289,1500
C00394353,400
C00411660,70276.14
C00458893,200
C00461806,5000
C00581033,10716
C00677492,2000
C00393041,864.95
C00647610,51298.38
C00659755,507.5
C00657692,2500
C00634808,47296.2
C00498568,227930.17
C00673871,990
C00650093,65590.62
C00684514,1586.32
C00661405,64574.74
C00650622,38941.15
C00676163,2500
C00311555,450
C00680934,124598.76
C00680488,149880.8
C00581595,875
C00683466,1000
C00679837,25278.34
C00574236,2500
C00461822,600
C00666438,5285
C00654988,14350
C00685412,330
C00661868,130276.91
C00472712,4235.77
C00638262,227
C00638973,498.53
C00640474,1000
C00649095,946.44
C00659581,950
C00659953,14722
