committee_id,event
C00650408,8594.6
C00666479,1000
C00650804,4098
C00413179,10575.06
C00651026,1974.5
C00651521,3931.5299999999997
C00651968,405.94
C00659755,1920.55
C00652891,830.98
C00653048,885.2
C00654095,4175.05
C00654111,1990.84
C00653691,1676.96
C00654855,4938.54
C00654889,1239
C00654988,4277.27
C00655183,382.62
C00655720,770
C00656215,600
C00656769,461.78
C00649509,4250.24
C00677286,16788.54
C00662544,2900
C00657619,15363.22
C00658625,5441.75
C00658658,2630.61
C00658708,9603.73
C00660126,1217.23
C00659318,2214.66
C00661389,603.56
C00660282,56.63
C00660753,890
C00662395,189.35
C00663427,1688.2
C00674887,50
C00665752,53424.62
C00666107,265
C00666396,10745.46
C00667253,4336.98
C00668574,3186.91
C00670992,9199.74
C00671412,620
C00675215,2050
C00671875,474.46
C00672899,1442.34
C00658351,4455.74
C00660118,2334.74
C00415331,28749.32
C00683532,3034.28
C00640375,394.2
C00679647,1026.22
C00670828,788.63
C00656751,1734.59
C00680249,2449.69
C00639096,900
C00663914,4350.63
C00665612,300
C00670257,2233.71
C00680876,1323.56
C00670364,906.25
C00649277,749.84
C00665331,1418.62
C00193342,1299.1
C00680264,1571.08
C00668400,766.41
C00674259,8674.35
C00393348,6195.62
C00501643,2979.63
C00669531,3563.38
C00679852,200
C00684696,75
C00657825,760
C00672311,30833.11
C00660803,2437.13
C00637793,1119.13
C00344671,5617.68
C00650879,6590.97
C00668129,500
C00650259,302.1
C00665182,2552.44
C00665059,761.16
C00674879,1000
C00658245,300
C00664367,528.55
C00648949,90
C00671701,250
C00666073,6435
C00661751,1848.97
C00675538,860
C00379735,10534.17
C00653493,174
C00658674,3292.48
C00673939,299
C00666586,930
C00256925,159.07999999999998
C00657882,2129.5299999999997
C00669580,4245.81
C00547893,135
C00640904,265
C00633057,495
C00647461,224.14
C00668137,7620
C00653451,7850
C00663849,8165.85
C00665109,945.01
C00665935,914.5
C00666354,2700
C00641415,215
C00668475,500
C00663880,58.83
C00647099,12157.42
C00652792,1577.25
C00661355,500
C00660274,-30
C00615542,4200
C00662379,264
C00648048,10911.400000000001
C00660530,825
C00629949,25
C00653204,2788.84
C00637090,700
C00656389,210
C00681296,2521.26
C00368522,9840.34
C00682351,5251.16
C00678615,821.35
C00676528,5903.6
C00652321,350
C00676569,245.4
C00666859,10106.66
C00464032,4671.75
C00646844,565.72
C00653220,13452.79
C00310532,500
C00637397,8454.68
C00660431,473.73
C00666461,2516.34
C00659235,7603.63
C00386748,7640.54
C00552810,2732.59
C00661173,2197.71
C00666131,500
C00672360,500
C00466516,2199.32
C00672568,2400
C00686212,40.1
C00675710,10
C00670877,520.6
C00685487,1200
C00636555,300
C00657841,7476.93
C00673525,1059.5
C00672980,213.2
C00686808,806.45
C00590067,39609.61
C00671859,29126.38
C00640938,1650.6299999999999
C00661371,2317.41
C00667915,371.33
C00636092,7697.54
C00651562,1769.2
C00659151,906.25
C00669143,341.34000000000003
C00663054,15125.15
C00610071,3468
C00659813,188.03
C00287904,10975
C00653592,250
C00652172,645
C00593525,4741.35
C00664342,1495.3
C00664409,11190.77
C00656090,1897.8700000000001
C00680488,23024.1
C00661678,202.33
C00654525,13214.19
C00650366,71830.45
C00676858,5541.48
C00672055,61.03
C00680942,459.6
C00672246,3000
C00649301,3000
C00288159,2016.62
C00671107,240
C00651620,346.65
C00658641,10000
C00444471,1722.3400000000001
C00680272,250
C00668715,1692.78
C00656009,500
C00213611,3100
C00229377,147
C00272211,250
C00240986,6675
C00283051,703.0799999999999
C00289140,5000
C00666289,162.14
C00662809,5200
C00666792,5857.08
C00675603,145
C00367862,1900
C00652354,450
C00638262,275.82
C00673145,250
C00655340,422.97
C00664680,747.52
C00672956,1000
C00677492,335.99
C00663930,655.3
C00465054,314.91
C00659581,174.6
C00116632,1348.27
C00194803,1909.21
C00239038,6000
C00638411,10273.45
C00647610,7211.18
C00672451,3000.88
C00498568,179487.1
C00682948,1072.98
C00650093,3913.22
C00661405,789.4300000000001
C00650622,9525.27
C00680934,14183.87
C00657692,1580.8600000000001
C00581595,3979.62
C00610527,500
C00658310,5582.57
C00667303,342.18
C00424713,4700
C00667576,816.56
C00668087,3780.24
C00651158,218.25
C00680900,44.480000000000004
C00661868,15282.99
C00634808,18068.24
C00666255,1375.2
C00565366,600
C00587782,800
C00615013,59.91
C00631127,176
C00646398,75
C00649848,110
