,candidate_id,candidate_name,candidate,party,state,district,incumbent_challenge,committee_id,committee_name,total,advertise,poll,research,fundraise,pay,materials,consulting,event,mail,travel,smedia,radio,television,website,newspaper
1,H0GA06143,BHUIYAN,Bhuiyan,REP,GA,6,C,C00633529,MOHAMMAD ALI BHUIYAN FOR CONGRESS,31725.75,NA,NA,NA,NA,NA,NA,6925,1200.8,NA,NA,NA,NA,NA,NA,NA
2,H0NY13074,GRIMM,Grimm,REP,NY,11,C,C00656751,FRIENDS OF MICHAEL GRIMM,489368.78,NA,NA,NA,NA,NA,NA,600,1734.59,252143.63,NA,NA,NA,NA,6750,NA
3,H0OK01089,DAHM,Dahm,REP,OK,1,O,C00641126,FAMILIES FOR NATHAN DAHM,135838.37,NA,NA,NA,NA,NA,NA,43880,7265.14,33016.86,671.43,250,NA,NA,NA,NA
4,H0OK05155,GUILD,Guild,DEM,OK,5,C,C00651984,TOM GUILD FOR CONGRESS,92635.86,3368,NA,NA,NA,NA,1000,NA,NA,7826.31,NA,NA,NA,NA,NA,NA
5,H0PA09039,HORNBERGER,Hornberger,REP,PA,9,C,C00657064,FRIENDS OF BEN HORNBERGER,176.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,H0TX27038,DUERR,Duerr,REP,TX,27,C,C00682047,JAMES DUERR FOR CONGRESS,65137.88,41822.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,H2CA39136,CHEN,Chen,DEM,CA,39,C,C00665695,JAY CHEN FOR CONGRESS,324440.65,NA,NA,17500,NA,NA,NA,12000,4851,100,NA,1277.29,NA,NA,NA,NA
8,H2HI02128,CASE,Case,DEM,HI,1,I,C00680918,CASE FOR CONGRESS,481140.63,31106.02,NA,NA,3424.02,NA,52.35,NA,18438.28,58258.69,614.71,NA,NA,NA,15084.37,NA
9,H2IL10092,RUTAGWIBIRA,Rutagwibira,REP,IL,10,C,C00656272,ALOYS RUTAGWIBIRA FOR CONGRESS,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,422,NA,NA,NA,NA,NA
10,H2IN07096,MINIEAR,Miniear,REP,IN,7,C,C00672279,MINIEAR FOR CONGRESS,1375.72,NA,NA,NA,NA,NA,NA,NA,NA,4.12,NA,NA,NA,NA,6.18,NA
11,H2MI11133,BENTIVOLIO,Bentivolio,REP,MI,11,O,C00656033,BENTIVOLIO FOR CONGRESS,32020.79,150,NA,NA,3911.92,500,NA,NA,6917.4,215.8,600,NA,NA,NA,2350,NA
12,H2NV04011,HORSFORD,Horsford,DEM,NV,4,I,C00668228,NEVADANS FOR STEVEN HORSFORD,2248693.96,1126085.48,143500,8500,34000,289177.8,NA,183356.1,6748.84,150784.28,24875.37,NA,666,NA,NA,NA
13,H2NY01042,VILORIA-FISHER,Viloria-Fisher,DEM,NY,1,C,C00637793,VIVIAN FOR LONG ISLAND,280217.44,250,NA,NA,7800.96,1000,NA,7750,1119.13,11514.79,29.33,NA,NA,NA,NA,NA
14,H2NY13096,ESPAILLAT,Espaillat,DEM,NY,13,I,C00635722,ESPAILLAT FOR CONGRESS 2018,460133.25,NA,NA,NA,110177.69,NA,NA,115000,11152.4,NA,4113.51,NA,NA,NA,850.17,NA
15,H2NY21115,NELSON,Nelson,DEM,NY,21,C,C00631127,NELSON FOR NEW YORK,61473.54,840,NA,NA,2746.17,21451.78,NA,NA,176,503.12,973.47,NA,NA,NA,64,NA
16,H2TX27216,MCDONALD,Mcdonald,DEM,TX,27,O,C00663815,RONNIE MCDONALD FOR CONGRESS,11461.37,350,NA,NA,NA,NA,287.16,1000,NA,NA,NA,1057.84,350,NA,NA,NA
17,H4CA26139,DAGNESSES,Dagnesses,REP,CA,26,C,C00637108,RAFAEL DAGNESSES FOR CONGRESS 2018,3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,H4DC00092,RIMENSNYDER,Rimensnyder,REP,DC,0,C,C00685990,RIMENSNYDER FOR CONGRESS,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,H4HI01167,KIM,Kim,DEM,HI,1,O,C00659714,DONNA MERCADO KIM FOR CONGRESS,726148.83,444166.17,NA,6000,2525,NA,NA,94197.83,9489.16,33381.95,799.04,NA,36738.92,406798.98,29,NA
20,H4IA03057,SHERZAN,Sherzan,DEM,IA,3,C,C00634527,SHERZAN FOR IOWA,59881,NA,NA,NA,NA,23557,NA,NA,NA,225.4,NA,NA,NA,NA,NA,NA
21,H4MI06105,CLEMENTS,Clements,DEM,MI,6,C,C00650614,CLEMENTS FOR CONGRESS,289129.3,300,5000,710,NA,25393.55,NA,94932.18,NA,780.4,NA,NA,NA,NA,NA,NA
22,H4NE01163,CRAWFORD,Crawford,DEM,NE,1,C,C00648600,CRAWFORD FOR CONGRESS,19937.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,H4NY07102,KURZON,Kurzon,DEM,NY,7,C,C00684720,KURZON FOR CONGRESS,7593.55,NA,NA,NA,NA,NA,NA,NA,NA,942.19,NA,NA,NA,NA,NA,NA
24,H4NY22051,TENNEY,Tenney,REP,NY,22,I,C00632828,CLAUDIA TENNEY FOR CONGRESS,3273383.97,34319.66,NA,99700,300764.49,143890.6,NA,605200.32,72732.21,141757.88,91600.64,NA,NA,NA,NA,NA
25,H4OH08088,GUYETTE,Guyette,DEM,OH,8,C,C00669390,"COMMITTEE TO ELECT MATTHEW J GUYETTE, DEMOCRAT, TO US CONGRESS, OH-8, 2018",2685.68,334.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.97,NA,NA,NA,NA
26,H4PA13181,LEACH,Leach,DEM,PA,7,O,C00646646,DAYLIN FOR CONGRESS,660246.64,NA,31500,7989.15,72325.23,201504.9,NA,116897.65,NA,4934.38,5082.7,NA,NA,NA,10950,NA
27,H4PA21069,DINICOLA,Dinicola,DEM,PA,16,C,C00673350,DINICOLA FOR CONGRESS,1867809.71,2275370.71,2500,42469.1,60921.17,299655.1,NA,63015.74,12130,1476.53,1407.94,NA,NA,1122000,6264.81,1252.96
28,H4SC01271,CHERNY,Cherny,REP,SC,1,C,C00677674,CHERNY FOR CONGRESS 2018,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,H4TX21041,MCCALL,Mccall,REP,TX,21,O,C00662809,MATT MCCALL FOR CONGRESS,322710.04,43725.72,NA,NA,12060.4,NA,2769.12,13360.4,5200,93360.01,NA,NA,23321.93,NA,10931.06,1800
30,H4WI04241,GEORGE,George,DEM,WI,4,C,C00683938,GARYGEORGE4CONGRESS,13052.72,NA,NA,NA,8.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,H6AZ03112,STUMP,Stump,REP,AZ,8,O,C00663419,BOB STUMP FOR CONGRESS,23572.14,6112.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3113.99,NA,1679.92,NA
32,H6CA01202,PETERSON,Peterson,DEM,CA,1,C,C00672923,PETERSON FOR CONGRESS,11846.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,H6CA03067,SCHAUPP,Schaupp,REP,CA,3,C,C00673129,CHARLES SCHAUPP FOR CONGRESS 2018,27019.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,H6CA23206,REED,Reed,DEM,CA,23,C,C00633172,WENDY REED FOR CONGRESS,24038.98,1861.5,NA,NA,NA,NA,NA,NA,1983.96,17.9,NA,NA,293.25,NA,NA,325
35,H6CA24246,PALLANT,Pallant,DEM,CA,25,C,C00668467,MARY PALLANT FOR CONGRESS,8072.43,NA,NA,NA,NA,NA,NA,NA,NA,3242.13,NA,NA,NA,NA,2669.08,NA
36,H6CA29203,BERNAL,Bernal,REP,CA,29,C,C00673772,BENITO BENNY BERNAL FOR CONGRESS 2018,3456.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,H6FL18097,MAST,Mast,REP,FL,18,I,C00632257,MAST FOR CONGRESS,5945472.35,2867.66,52000,55000,386145.72,NA,NA,981288.22,78876.13,73968.83,20700.47,NA,NA,NA,NA,NA
38,H6GA06116,WILSON,Wilson,REP,GA,6,C,C00631168,"KURT FOR CONGRESS, INC.",357664.41,4658.93,NA,14931.3,NA,NA,NA,50833.43,21614.61,410.95,661.5,NA,NA,NA,NA,NA
39,H6IA02161,PETERS,Peters,REP,IA,2,C,C00662395,PETERS FOR CONGRESS,792498.89,70962.89,NA,NA,24960.6,157700.78,NA,63150.56,189.35,2864.97,NA,NA,NA,NA,4311.1,NA
40,H6IA04134,WEAVER,Weaver,DEM,IA,4,C,C00635839,WEAVER FOR CONGRESS,189775.73,NA,NA,1000,12675,26310.88,NA,NA,1094.97,522.58,3188.87,NA,NA,NA,500,NA
41,H6IL06166,HOWLAND,Howland,DEM,IL,6,C,C00633057,HOWLAND FOR CONGRESS 2018,197224.27,NA,6800,630,310,20645.64,36997,143305.26,495,28312.69,NA,NA,NA,NA,NA,NA
42,H6IL18161,RODRIGUEZ,Rodriguez,DEM,IL,18,C,C00651653,JUNIUS RODRIGUEZ FOR CONGRESS,68826.05,8584.04,NA,NA,4564.8,NA,NA,NA,965.28,NA,NA,NA,3098,NA,865,NA
43,H6KY05111,STEPP,Stepp,DEM,KY,5,C,C00669200,STEPP FOR KENTUCKY,1789.45,740.28,NA,NA,NA,NA,NA,NA,NA,33.32,NA,NA,NA,150,NA,NA
44,H6MA09172,CIMBRELO,Cimbrelo,DEM,MA,9,C,C00664508,BILL CIMBRELO FOR US CONGRESS,39272.59,600,NA,NA,NA,NA,NA,2735.98,133,1263.9,NA,9225,NA,NA,NA,NA
45,H6MD04282,THERRIEN,Therrien,REP,MD,4,C,C00656983,"DAVE THERRIEN FOR CONGRESS, INC.",7371.43,666.58,NA,NA,NA,NA,NA,1700,NA,NA,NA,NA,NA,NA,NA,NA
46,H6MD06121,DUCK,Duck,DEM,MD,6,O,C00633602,DUCK FOR CONGRESS,51280.06,NA,NA,NA,2048.99,NA,NA,749,NA,9.8,470.9,NA,NA,NA,9.17,NA
47,H6NC09200,HARRIS,Harris,REP,NC,9,C,C00649236,MARK HARRIS FOR CONGRESS,2092146.47,600,24000,7500,64476.3,369107.91,NA,NA,7989.21,226.09,15160.64,NA,NA,NA,NA,600
48,H6NV01232,D'SILVA,D'Silva,DEM,NV,1,C,C00647560,REUBEN FOR CONGRESS,64022.33,2660.38,500,NA,600,NA,NA,NA,1000,22906.95,NA,NA,500,NA,147,1000
49,H6NV02172,ANGLE,Angle,REP,NV,2,C,C00636498,SHARRON ANGLE FOR CONGRESS,34027.42,24198.08,NA,NA,NA,1220.75,NA,2980,NA,NA,NA,NA,2840,NA,2000,NA
50,H6NV04020,LEE,Lee,DEM,NV,3,I,C00655613,SUSIE LEE FOR CONGRESS,5167984.02,3785642.76,111547.83,10102.93,22928.91,474170.12,6734.25,103464.62,12617.96,120748.9,25999.91,NA,NA,NA,2677.5,NA
51,H6NY02124,GREGORY,Gregory,DEM,NY,2,C,C00666255,GREGORY FOR CONGRESS,186444.45,3841.16,1050,NA,20300,60850.64,55190.17,38800,1375.2,574.9,NA,NA,NA,NA,NA,NA
52,H6OH01088,RONAN,Ronan,REP,OH,1,C,C00659987,SAM RONAN FOR CONGRESS,5772.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,H6OH02292,EVERHARD,Everhard,DEM,OH,2,C,C00635102,COMMITTEE TO ELECT JANET EVERHARD,50666.34,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,H6OK02258,MCCARTHY,Mccarthy,REP,OK,2,C,C00655555,MCCARTHY FOR CONGRESS,118047.94,40445,NA,NA,15250,NA,NA,2975,NA,17948.9,NA,NA,NA,NA,3750,NA
55,H6OR02181,CRARY,Crary,DEM,OR,2,C,C00634659,CRARY FOR CONGRESS,65320.06,NA,NA,NA,NA,20421,NA,NA,NA,700,NA,NA,NA,NA,700,NA
56,H6PA01165,LEIB,Leib,DEM,PA,3,C,C00680256,BRYAN FOR PA,8770.22,449,NA,NA,NA,NA,NA,5000,NA,NA,1125.14,449,NA,NA,NA,NA
57,H6RI02284,CAIOZZO,Caiozzo,REP,RI,2,C,C00665349,FRIENDS OF SALVATORE CAIOZZO,3335.33,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA
58,H6SC07018,HYMAN,Hyman,DEM,SC,7,C,C00668061,MAL HYMAN FOR CONGRESS,51027,7240.73,NA,NA,NA,8800,NA,10983.84,NA,NA,NA,NA,NA,NA,NA,NA
59,H6TN08250,STOTTS-PEARSON,Stotts-Pearson,DEM,TN,8,C,C00684977,ERIKA STOTTS PEARSON FOR CONGRESS,7070.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,H8AK00132,SHEIN,Shein,DEM,AK,0,C,C00646521,DIMITRI FOR CONGRESS,202541.93,NA,NA,NA,NA,NA,NA,4599,605,NA,400,NA,NA,NA,NA,NA
61,H8AK01031,NELSON,Nelson,REP,AK,0,C,C00681155,JOHN NELSON FOR ALASKANS,7689.04,3005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2105,NA,NA,2805,NA
62,H8AL01066,KENNEDY,Kennedy,DEM,AL,1,C,C00667949,"COMMITTEE TO ELECT ROBERT KENNEDY, JR. FOR U.S. CONGRESS",159098.49,8115.6,NA,NA,1462.53,NA,NA,11820.25,NA,1225.74,268.48,NA,NA,NA,NA,NA
63,H8AL01082,MCCONNELL,Mcconnell,DEM,AL,1,C,C00678037,COMMITTEE TO ELECT LIZZETTA MCCONNELL FOR CONGRESS,7683,NA,NA,NA,1523,NA,85,NA,1523,NA,NA,NA,NA,NA,400,NA
64,H8AL02163,WILLIAMS,Williams,DEM,AL,2,C,C00650390,COMMITTEE TO ELECT AUDRI SCOTT WILLIAMS,35015.22,868,NA,NA,420,NA,NA,NA,NA,NA,1360,NA,NA,NA,NA,NA
65,H8AL02171,MOORE,Moore,REP,AL,2,C,C00639096,BARRY MOORE FOR CONGRESS,145729.25,61104.13,300,NA,902.54,13925,NA,25763.87,900,18000,NA,NA,18715,18715,174.37,NA
66,H8AL02189,AMASON,Amason,REP,AL,2,C,C00651661,TOMMY AMASON FOR CONGRESS,12405.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,H8AL02197,ISNER,Isner,DEM,AL,2,C,C00657437,FRIENDS OF TABITHA ISNER,602567.49,405805.01,24513.3,NA,24966.78,108978.66,6374.7,95463.95,11223.54,949.85,8109.98,499.73,NA,2.00E+05,7103.53,NA
68,H8AL02205,HOBSON,Hobson,REP,AL,2,C,C00664482,RICH HOBSON FOR CONGRESS,70182.5,6387.93,NA,NA,NA,NA,NA,NA,NA,550,NA,NA,NA,NA,NA,NA
69,H8AL02213,BRIGHT,Bright,REP,AL,2,C,C00669580,BOBBY BRIGHT FOR CONGRESS,431100.47,18463.63,13740,NA,12000,NA,390.6,12000,4245.81,450,NA,NA,2600,5250,NA,900
70,H8AL03054,HAGAN,Hagan,DEM,AL,3,C,C00668574,MALLORY HAGAN FOR CONGRESS,540627.48,24568.19,NA,NA,23456,251247.52,702.69,38956,3186.91,7236.83,327,NA,NA,NA,1190.43,NA
71,H8AL03062,WINFREY,Winfrey,DEM,AL,3,C,C00669010,COMMITTEE TO ELECT DR. ADIA WINFREY,6897.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,H8AL04086,NEIGHBORS,Neighbors,DEM,AL,4,C,C00648329,RICK NEIGHBORS FOR CONGRESS,16410.87,NA,NA,NA,NA,NA,411.01,NA,NA,NA,101.7,1000,NA,NA,NA,NA
73,H8AL04094,AUMAN,Auman,DEM,AL,4,C,C00665182,LEE AUMAN FOR UNITED STATES CONGRESS,74382.58,1042.39,NA,NA,250,16945.61,92.67,NA,2552.44,40,NA,3000,NA,NA,NA,NA
74,H8AL04102,BLACKMON,Blackmon,REP,AL,4,C,C00667352,ANTHONY BLACKMON FOR CONGRESS,5097.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,H8AL05174,CAIN,Cain,DEM,AL,5,C,C00640011,BUTLER CAIN FOR CONGRESS,2373.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,H8AL05182,SWEENEY,Sweeney,REP,AL,5,O,C00651927,MICHAEL SWEENEY FOR CONGRESS COMMITTEE,9566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,H8AL05190,JOFFRION,Joffrion,DEM,AL,5,O,C00647677,PETER JOFFRION FOR CONGRESS,585923.61,79832.07,5000,6538.68,52227.14,NA,19572.38,245553.86,10882.11,3657.12,8810.73,5400,NA,479.6,1200,NA
78,H8AL05216,HOLTZCLAW,Holtzclaw,REP,AL,5,C,C00653691,HOLTZCLAWFORCONGRESS.COM,37451.43,NA,NA,NA,3004.58,NA,NA,NA,1676.96,NA,NA,3493.4,NA,NA,1284,NA
79,H8AL06099,KLINE,Kline,DEM,AL,6,C,C00638536,FRIENDS OF DANNER KLINE,283992.96,NA,NA,4739.46,19962.8,52847.02,1824.3,2713.72,5690.6,44753.37,990.13,NA,NA,NA,1612,NA
80,H8AR01029,DESAI,Desai,DEM,AR,1,C,C00661371,CHINTAN DESAI FOR CONGRESS,128810.44,8108,NA,NA,1062.29,20655,NA,1570.1,2317.41,5537.21,1094.03,NA,8108,NA,NA,NA
81,H8AR02134,SPENCER,Spencer,DEM,AR,2,C,C00648741,PAUL SPENCER FOR CONGRESS,260593.04,20496.32,NA,NA,277.87,29305.45,8696.91,11552,5264.6,24154.34,439.8,NA,NA,NA,712.49,830
82,H8AR02142,COMBS,Combs,DEM,AR,2,C,C00652289,COMBS FOR ARKANSAS,27649.35,3427.73,NA,NA,600,NA,NA,NA,707.8,4.9,NA,NA,NA,NA,NA,NA
83,H8AR02159,TUCKER,Tucker,DEM,AR,2,C,C00671156,CLARKE TUCKER FOR CONGRESS,2367158.33,2796669.9,73306.4,1000,94965.99,212456.93,NA,110755.25,54837.6,72261.18,18700.14,NA,1238485,1244087,7168,39.96
84,H8AR02167,DUNKLEY,Dunkley,DEM,AR,2,C,C00668830,JONATHAN DUNKLEY FOR CONGRESS,31835.92,2560,NA,NA,100,NA,NA,2560,2948.3,NA,NA,NA,NA,NA,100,NA
85,H8AR03066,RYERSE,Ryerse,REP,AR,3,C,C00639849,ROBERT RYERSE 2018,46184.03,NA,NA,NA,NA,NA,NA,7290.35,NA,NA,NA,NA,NA,NA,NA,NA
86,H8AR03074,MAHONY,Mahony,DEM,AR,3,C,C00650093,JOSH MAHONY FOR CONGRESS,304625.93,4441.75,NA,NA,26384.98,71375,407.1,65590.62,3913.22,345.31,NA,NA,NA,NA,2740,NA
87,H8AR04130,SHAMEL,Shamel,DEM,AR,4,C,C00659235,HAYDEN SHAMEL FOR ARKANSAS,154607.88,19168.6,NA,NA,1798.1,NA,NA,59.06,7603.63,3910.6,8523.7,268.37,6410,7919.84,267.51,3232.7
88,H8AZ01104,KIRKPATRICK,Kirkpatrick,DEM,AZ,2,I,C00651042,KIRKPATRICK FOR CONGRESS,4693189.45,4332583.2,184500,12500,103492.95,611796.25,NA,433401.94,22436.29,166120.51,96209.9,NA,78727,2111880.7,NA,NA
89,H8AZ01211,CAVANAUGH,Cavanaugh,REP,AZ,1,C,C00634824,CAVANAUGH FOR CONGRESS,7146.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,H8AZ01229,SMITH,Smith,REP,AZ,1,C,C00641431,STEVE SMITH FOR CONGRESS,445328.98,90884.52,NA,4358.9,54359.17,NA,2573.44,20122.17,4005.86,36119.47,1345.3,2500,NA,NA,2500,NA
91,H8AZ01237,SHEDD,Shedd,REP,AZ,1,C,C00657155,TIFFANY SHEDD FOR CONGRESS COMMITTEE,626564.19,349100.38,NA,47900,16010.59,24207.65,NA,60083.98,260,NA,9590.6,NA,NA,NA,NA,NA
92,H8AZ02110,KOVACS,Kovacs,DEM,AZ,2,O,C00636175,BILLY KOVACS FOR CONGRESS,55963.31,3694.92,NA,NA,NA,13900,233.49,NA,529.73,NA,1462.41,NA,300,NA,2274.31,NA
93,H8AZ02136,HEINZ,Heinz,DEM,AZ,2,O,C00647727,DR MATT HEINZ FOR ARIZONA,1090322.64,1030603.74,28000,16500,126402.82,149695.02,NA,44135.7,3184.82,4960,3078.32,NA,NA,543670,400,NA
94,H8AZ02144,MATIELLA,Matiella,DEM,AZ,2,O,C00648014,MATIELLA FOR CONGRESS,381831.55,45350,NA,NA,67021.11,90411.02,907.89,96921.11,8138.6,961.67,1547.9,NA,NA,NA,NA,NA
95,H8AZ02169,WHEELER,Wheeler,DEM,AZ,2,O,C00653238,WHEELER FOR CONGRESS,25304.93,NA,NA,NA,NA,NA,NA,NA,260,8300.31,NA,NA,NA,NA,2652,NA
96,H8AZ02177,SHERRY,Sherry,DEM,AZ,2,O,C00658054,BARBARASHERRYFORCONGRESS,182.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,H8AZ02185,MARQUEZ PETERSON,Marquez Peterson,REP,AZ,2,O,C00663054,LEA MARQUEZ PETERSON FOR CONGRESS,1472575.33,NA,82980,NA,115990.21,NA,NA,87077.12,15125.15,44177.77,10347.08,NA,NA,NA,NA,NA
98,H8AZ02193,WELCH,Welch,REP,AZ,2,O,C00667287,CASEYWELCHFORCONGRESS,14452.38,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,NA,NA,2967.5,NA
99,H8AZ02201,MARTIN,Martin,REP,AZ,2,O,C00668285,MARTIN FOR FREEDOM,39642.77,5105.11,NA,NA,5097.31,5550,NA,4377.67,896.5,NA,1026.09,130,NA,NA,6163.2,NA
100,H8AZ02219,WILES,Wiles,REP,AZ,2,O,C00669572,MARILYN WILES FOR CONGRESS,2062.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,H8AZ02227,MORALES,Morales,REP,AZ,2,O,C00670224,MORALES FOR CONGRESS,7808.87,1106,NA,NA,NA,NA,437.89,NA,300,NA,NA,NA,806,NA,NA,NA
102,H8AZ02235,YUKSEL,Yuksel,DEM,AZ,2,O,C00671875,YAHYA4CONGRESS,43704.96,498.53,NA,200,1574.38,NA,NA,15695.03,474.46,NA,1898.39,510,NA,NA,782.6,NA
103,H8AZ03142,ARELLANO,Arellano,REP,AZ,3,C,C00663245,ARELLANO FOR ARIZONA,39752.96,4270.95,NA,NA,800,NA,NA,5800,2500,NA,4479.37,75.67,NA,NA,NA,NA
104,H8AZ03159,PIERSON,Pierson,REP,AZ,3,C,C00666107,PIERSON FOR CONGRESS,78624.69,26335.28,NA,NA,NA,NA,40,228,265,98.35,NA,NA,6125,NA,770,2500
105,H8AZ04132,PEREZ GISSY,Perez Gissy,DEM,AZ,4,C,C00651620,ANA MARIA PEREZ FOR CONGRESS,8155.73,9.44,NA,NA,NA,NA,NA,1500,346.65,NA,NA,NA,NA,NA,NA,9.44
106,H8AZ04140,BRILL,Brill,DEM,AZ,4,C,C00664342,BRILL FOR CONGRESS,583261.61,30357.08,NA,NA,11241.87,3856.25,7778.48,133117.36,1495.3,NA,697.87,NA,NA,NA,NA,NA
107,H8AZ04165,DISANTO,Disanto,DEM,AZ,4,C,C00672154,DELINA DISANTO FOR CONGRESS,20005.69,409,NA,NA,NA,NA,NA,NA,NA,NA,53.61,NA,NA,NA,1350,409
108,H8AZ05154,GREENE,Greene,DEM,AZ,5,C,C00640938,JOAN GREENE FOR CONGRESS,194657.63,7941.87,NA,NA,9506.11,NA,426,11098.15,1650.63,911.38,NA,21935.53,NA,NA,1000,549
109,H8AZ05162,TORRES,Torres,DEM,AZ,5,C,C00661686,FRIENDS OF JOSE TORRES,14141.74,1554.04,NA,NA,750,NA,NA,5000,1705.58,1674,NA,NA,NA,NA,NA,NA
110,H8AZ05170,MARGALIS,Margalis,DEM,AZ,5,C,C00665224,TONY MARGALIS FOR CONGRESS,2894.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85,NA
111,H8AZ06087,MCFADDEN,Mcfadden,DEM,AZ,6,C,C00638262,GARRICK MCFADDEN FOR CONGRESS,101508.29,188.57,NA,NA,15786.99,NA,43.27,227,275.82,340.9,1502.55,735.33,NA,NA,NA,NA
112,H8AZ06095,ROSS,Ross,DEM,AZ,6,C,C00651752,HEATHER ROSS FOR CONGRESS,533976.37,14450.05,2343.4,7000,21404.52,224258.22,5520.38,125616.49,4625.44,23262.78,5795.57,NA,NA,NA,3501.03,NA
113,H8AZ06103,MALIK,Malik,DEM,AZ,6,NA,C00655134,ANITA FOR ARIZONA,379959.47,133556.76,NA,3593.18,9547.15,NA,NA,62164,8913.45,10002.24,1263.67,12495,20000,12376,13850,NA
114,H8AZ07044,MIRANDA,Miranda,DEM,AZ,7,C,C00664490,MIRANDA FOR ARIZONA,27850.99,NA,NA,NA,NA,NA,1500,936,4110.86,NA,568.8,NA,NA,NA,NA,NA
115,H8AZ08059,WESTBROOK,Westbrook,DEM,AZ,8,O,C00634188,BRIANNA WESTBROOK FOR CONGRESS,37850.37,1278.07,NA,NA,3000,260,NA,3200,1173.84,NA,56.56,2118.01,NA,NA,266.3,NA
116,H8AZ08067,MCHALE,Mchale,DEM,AZ,8,O,C00635730,JUDITH MCHALE FOR CONGRESS,2961.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,H8AZ08083,TIPIRNENI,Tipirneni,DEM,AZ,6,C,C00649897,HIRAL FOR CONGRESS,4563573.79,2143708.57,75905.55,20000,630795.6,200906.71,NA,726932.35,8301.81,57600.23,29906.87,NA,NA,NA,16845.7,38.94
118,H8AZ08109,LIEN,Lien,REP,AZ,8,O,C00662460,DAVID LIEN FOR CONGRESS,24132.19,2747.97,NA,NA,NA,NA,NA,10000,NA,NA,NA,NA,NA,NA,NA,2377.5
119,H8AZ08133,LOVAS,Lovas,REP,AZ,8,O,C00663203,LOVAS FOR CONGRESS,319287.7,220241.72,NA,500,14718.15,NA,NA,43659.11,1424.99,12900,NA,5651.09,34000,51500,2500,NA
120,H8AZ08141,ALLEN,Allen,REP,AZ,8,O,C00663757,CHAD ALLEN FOR CONGRESS,32823.88,5300,NA,NA,NA,NA,NA,NA,NA,3402.2,NA,NA,NA,NA,NA,NA
121,H8AZ08158,LESKO,Lesko,REP,AZ,8,I,C00663914,DEBBIE LESKO FOR CONGRESS,2211878.86,17516.07,22550,3000,446632.86,NA,NA,421856.32,4350.63,40448.7,28821.96,NA,NA,NA,926.28,NA
122,H8AZ08174,MONTENEGRO,Montenegro,REP,AZ,8,O,C00664813,MONTENEGRO FOR CONGRESS,355940.68,NA,NA,25750,5584.21,NA,3100,2515.16,NA,59371,NA,NA,NA,NA,2500,NA
123,H8AZ08182,DILLEY,Dilley,REP,AZ,8,O,C00663351,DILLEY FOR CONGRESS,38777.92,22195.89,NA,NA,NA,NA,6794.39,NA,NA,NA,NA,NA,5797.32,NA,NA,NA
124,H8AZ08190,MACK,Mack,REP,AZ,8,O,C00664953,SHERIFF RICHARD MACK FOR CONGRESS INC.,72369.3,500,NA,NA,3275.66,NA,NA,54352.83,NA,NA,NA,NA,NA,NA,2500,NA
